condition,fragments,step,loss,accuracy,fbeta,elapsed_seconds,step_duration_seconds
baseline,1,38271,0.331168,0.75,0.333333,27677.172,0.714
baseline,1,38272,0.365775,0.90625,0.869565,27677.912,0.7397
baseline,1,38273,0.288422,0.875,0.5,27678.595,0.683
baseline,1,38274,0.291995,0.84375,0.517241,27679.25,0.6555
baseline,1,38275,0.258879,0.90625,0.625,27679.977,0.7267
baseline,1,38276,0.235181,0.90625,0.625,27680.741,0.7634
baseline,1,38277,0.452081,0.84375,0.76087,27681.419,0.6789
baseline,1,38278,0.314361,0.84375,0.714286,27682.156,0.7369
baseline,1,38279,0.216445,0.90625,0.735294,27682.809,0.6526
baseline,1,38280,0.234164,0.9375,0.8,27683.533,0.7242
baseline,1,38281,0.491281,0.8125,0.689655,27684.27,0.7373
baseline,1,38282,0.349436,0.84375,0.789474,27684.961,0.6903
baseline,1,38283,0.18812,0.875,0.238095,27685.677,0.7163
baseline,1,38284,0.257572,0.9375,0.833333,27686.433,0.7557
baseline,1,38285,0.365738,0.84375,0.694444,27687.079,0.6464
baseline,1,38286,0.380919,0.8125,0.625,27687.821,0.7422
baseline,1,38287,0.265938,0.90625,0.769231,27688.598,0.7771
baseline,1,38288,0.329995,0.84375,0.517241,27689.298,0.6996
baseline,1,38289,0.199163,0.9375,0.857143,27690.008,0.7099
baseline,1,38290,0.231018,0.8125,0.322581,27690.72,0.7116
baseline,1,38291,0.288551,0.78125,0.208333,27691.434,0.7148
baseline,1,38292,0.238585,0.875,0.483871,27692.125,0.6903
baseline,1,38293,0.271937,0.84375,0.37037,27692.851,0.7261
baseline,1,38294,0.229742,0.875,0.384615,27693.618,0.7674
baseline,1,38295,0.403392,0.75,0.178571,27694.301,0.6827
baseline,1,38296,0.243781,0.875,0.666667,27695.021,0.7202
baseline,1,38297,0.298711,0.875,0.833333,27695.727,0.7055
baseline,1,38298,0.367178,0.875,0.681818,27696.457,0.7303
baseline,1,38299,0.209429,0.875,0.434783,27697.223,0.7662
baseline,1,38300,0.24475,0.875,0.333333,27697.963,0.7394
baseline,1,38301,0.23555,0.875,0.681818,27698.681,0.7181
baseline,1,38302,0.350383,0.875,0.588235,27699.392,0.7115
baseline,1,38303,0.29778,0.875,0.681818,27700.078,0.6862
baseline,1,38304,0.234773,0.90625,0.454545,27700.822,0.744
baseline,1,38305,0.210795,0.875,0.5,27701.525,0.7024
baseline,1,38306,0.432714,0.78125,0.277778,27702.271,0.7464
baseline,1,38307,0.192761,0.875,0.238095,27702.961,0.6898
baseline,1,38308,0.288335,0.875,0.740741,27703.718,0.7576
baseline,1,38309,0.305968,0.875,0.78125,27704.412,0.6933
baseline,1,38310,0.224922,0.90625,0.769231,27705.128,0.7158
baseline,1,38311,0.483277,0.84375,0.857143,27705.838,0.7101
baseline,1,38312,0.394403,0.84375,0.652174,27706.594,0.7563
baseline,1,38313,0.214456,0.90625,0.625,27707.288,0.6943
baseline,1,38314,0.202985,0.9375,0.882353,27707.982,0.6938
baseline,1,38315,0.340218,0.84375,0.47619,27708.666,0.6842
baseline,1,38316,0.268219,0.875,0.681818,27709.366,0.7001
baseline,1,38317,0.25509,0.96875,0.952381,27710.131,0.7652
baseline,1,38318,0.43594,0.78125,0.657895,27710.858,0.7268
baseline,1,38319,0.250698,0.875,0.434783,27711.536,0.6774
baseline,1,38320,0.339195,0.90625,0.769231,27712.277,0.7415
baseline,1,38321,0.427729,0.875,0.740741,27712.975,0.6975
baseline,1,38322,0.326763,0.84375,0.645161,27713.687,0.7121
baseline,1,38323,0.436125,0.8125,0.526316,27714.396,0.7094
baseline,1,38324,0.233238,0.875,0.666667,27715.066,0.67
baseline,1,38325,0.418445,0.8125,0.689655,27715.801,0.7354
baseline,1,38326,0.315818,0.875,0.740741,27716.507,0.706
baseline,1,38327,0.386623,0.875,0.740741,27717.235,0.7273
baseline,1,38328,0.201299,0.9375,0.75,27717.976,0.7412
baseline,1,38329,0.350065,0.78125,0.208333,27718.709,0.7333
baseline,1,38330,0.239428,0.875,0.434783,27719.455,0.7457
baseline,1,38331,0.185632,0.96875,0.9375,27720.174,0.7188
baseline,1,38332,0.350391,0.875,0.78125,27720.899,0.7253
baseline,1,38333,0.233115,0.90625,0.625,27721.62,0.7211
baseline,1,38334,0.377276,0.8125,0.625,27722.34,0.7202
baseline,1,38335,0.297946,0.8125,0.454545,27723.088,0.7481
baseline,1,38336,0.173626,0.9375,0.8,27723.866,0.7771
baseline,1,38337,0.269795,0.84375,0.517241,27724.562,0.6965
baseline,1,38338,0.145902,0.96875,0.714286,27725.28,0.7182
baseline,1,38339,0.23014,0.90625,0.769231,27726.039,0.7583
baseline,1,38340,0.306078,0.8125,0.769231,27726.746,0.7076
baseline,1,38341,0.175733,0.90625,0.454545,27727.467,0.7213
baseline,1,38342,0.192201,0.90625,0.625,27728.18,0.713
baseline,1,38343,0.37365,0.8125,0.625,27728.902,0.7212
baseline,1,38344,0.427017,0.8125,0.744681,27729.62,0.7182
baseline,1,38345,0.348707,0.78125,0.535714,27730.367,0.747
baseline,1,38346,0.503871,0.78125,0.666667,27731.082,0.7155
baseline,1,38347,0.343184,0.84375,0.576923,27731.81,0.7275
baseline,1,38348,0.250274,0.875,0.555556,27732.456,0.6458
baseline,1,38349,0.327541,0.875,0.740741,27733.143,0.6875
baseline,1,38350,0.302636,0.84375,0.588235,27733.911,0.7678
baseline,1,38351,0.291576,0.8125,0.454545,27734.585,0.6741
baseline,1,38352,0.30356,0.875,0.5,27735.286,0.7006
baseline,1,38353,0.400877,0.84375,0.76087,27736.041,0.7552
baseline,1,38354,0.239373,0.875,0.434783,27736.81,0.7693
baseline,1,38355,0.322333,0.84375,0.641026,27737.536,0.7259
baseline,1,38356,0.303643,0.8125,0.217391,27738.266,0.7302
baseline,1,38357,0.232365,0.90625,0.806452,27739.024,0.7572
baseline,1,38358,0.18417,0.9375,0.714286,27739.779,0.756
baseline,1,38359,0.466101,0.84375,0.576923,27740.496,0.717
baseline,1,38360,0.23525,0.8125,0.0,27741.195,0.6988
baseline,1,38361,0.233505,0.875,0.277778,27741.822,0.6269
baseline,1,38362,0.198255,0.9375,0.652174,27742.575,0.7527
baseline,1,38363,0.238852,0.9375,0.75,27743.339,0.7637
baseline,1,38364,0.201352,0.875,0.588235,27744.053,0.7142
baseline,1,38365,0.312005,0.875,0.862069,27744.76,0.7073
baseline,1,38366,0.193132,0.96875,0.967742,27745.475,0.7148
baseline,1,38367,0.235582,0.84375,0.263158,27746.166,0.6912
baseline,1,38368,0.522942,0.78125,0.833333,27746.902,0.7357
baseline,1,38369,0.137227,0.96875,0.952381,27747.552,0.6507
baseline,1,38370,0.300699,0.875,0.897436,27748.294,0.7411
baseline,1,38371,0.344916,0.875,0.681818,27748.987,0.6931
baseline,1,38372,0.257571,0.875,0.416667,27749.702,0.7152
baseline,1,38373,0.109995,0.96875,0.789474,27750.418,0.7163
baseline,1,38374,0.37719,0.8125,0.625,27751.069,0.6507
baseline,1,38375,0.296182,0.90625,0.769231,27751.803,0.7338
baseline,1,38376,0.381945,0.84375,0.714286,27752.531,0.7283
baseline,1,38377,0.205041,0.90625,0.714286,27753.257,0.7262
baseline,1,38378,0.501636,0.75,0.37037,27754.004,0.7471
baseline,1,38379,0.271078,0.9375,0.833333,27754.713,0.7091
baseline,1,38380,0.1749,0.9375,0.75,27755.462,0.7491
baseline,1,38381,0.264019,0.9375,0.8,27756.199,0.7367
baseline,1,38382,0.265433,0.875,0.666667,27756.936,0.737
baseline,1,38383,0.162534,0.90625,0.625,27757.674,0.7376
baseline,1,38384,0.211618,0.875,0.555556,27758.42,0.7464
baseline,1,38385,0.559736,0.75,0.517241,27759.174,0.7535
baseline,1,38386,0.437755,0.84375,0.652174,27759.882,0.7089
baseline,1,38387,0.274612,0.84375,0.47619,27760.62,0.7374
baseline,1,38388,0.372733,0.8125,0.454545,27761.339,0.7191
baseline,1,38389,0.29922,0.84375,0.694444,27762.04,0.7014
baseline,1,38390,0.359062,0.875,0.78125,27762.759,0.7181
baseline,1,38391,0.261279,0.84375,0.576923,27763.467,0.7082
baseline,1,38392,0.344953,0.90625,0.833333,27764.245,0.7787
baseline,1,38393,0.255246,0.875,0.6,27764.958,0.7125
baseline,1,38394,0.486393,0.78125,0.434783,27765.711,0.7527
baseline,1,38395,0.215853,0.9375,0.857143,27766.356,0.6453
baseline,1,38396,0.209029,0.96875,0.961538,27767.09,0.7345
baseline,1,38397,0.257674,0.875,0.606061,27767.85,0.76
baseline,1,38398,0.296016,0.90625,0.806452,27768.566,0.7152
baseline,1,38399,0.362891,0.875,0.5,27769.234,0.6687
baseline,1,38400,0.348059,0.84375,0.645161,27769.97,0.7353
baseline,1,38401,0.232225,0.875,0.483871,27770.701,0.7312
baseline,1,38402,0.297656,0.78125,0.384615,27771.41,0.7089
baseline,1,38403,0.301022,0.84375,0.517241,27772.106,0.6958
baseline,1,38404,0.359047,0.84375,0.652174,27772.927,0.8209
baseline,1,38405,0.189042,0.90625,0.454545,27773.624,0.6971
baseline,1,38406,0.242889,0.875,0.483871,27774.391,0.7674
baseline,1,38407,0.189188,0.9375,0.8,27775.1,0.709
baseline,1,38408,0.258332,0.875,0.666667,27775.855,0.755
baseline,1,38409,0.394544,0.8125,0.769231,27776.568,0.7124
baseline,1,38410,0.29988,0.875,0.681818,27777.392,0.824
baseline,1,38411,0.420332,0.78125,0.555556,27778.146,0.7539
baseline,1,38412,0.211405,0.90625,0.555556,27778.889,0.7435
baseline,1,38413,0.224308,0.9375,0.75,27779.64,0.7507
baseline,1,38414,0.30508,0.8125,0.555556,27780.35,0.7107
baseline,1,38415,0.240647,0.84375,0.227273,27781.018,0.6673
baseline,1,38416,0.256222,0.9375,0.857143,27781.769,0.7513
baseline,1,38417,0.303235,0.90625,0.769231,27782.523,0.7541
baseline,1,38418,0.182086,0.9375,0.8,27783.273,0.7499
baseline,1,38419,0.192179,0.84375,0.2,27784.012,0.7392
baseline,1,38420,0.345323,0.84375,0.641026,27784.744,0.7314
baseline,1,38421,0.325068,0.84375,0.517241,27785.493,0.7498
baseline,1,38422,0.231669,0.90625,0.357143,27786.249,0.7551
baseline,1,38423,0.206993,0.9375,0.75,27786.96,0.7116
baseline,1,38424,0.289842,0.9375,0.945946,27787.695,0.7351
baseline,1,38425,0.325879,0.84375,0.3125,27788.448,0.7522
baseline,1,38426,0.19136,0.96875,0.833333,27789.183,0.7357
baseline,1,38427,0.264679,0.90625,0.714286,27789.94,0.7567
baseline,1,38428,0.127585,0.96875,0.909091,27790.695,0.7548
baseline,1,38429,0.118158,1.0,1.0,27791.374,0.6795
baseline,1,38430,0.373913,0.90625,0.869565,27792.085,0.711
baseline,1,38431,0.207379,0.90625,0.625,27792.786,0.7005
baseline,1,38432,0.291958,0.875,0.714286,27793.574,0.7887
baseline,1,38433,0.268599,0.875,0.5,27794.28,0.7059
baseline,1,38434,0.179928,0.9375,0.909091,27794.924,0.6434
baseline,1,38435,0.431277,0.78125,0.333333,27795.67,0.7463
baseline,1,38436,0.211458,0.90625,0.526316,27796.449,0.7791
baseline,1,38437,0.296105,0.875,0.714286,27797.157,0.7081
baseline,1,38438,0.309938,0.90625,0.869565,27797.908,0.751
baseline,1,38439,0.371459,0.84375,0.416667,27798.566,0.6581
baseline,1,38440,0.375841,0.84375,0.555556,27799.269,0.7031
baseline,1,38441,0.339413,0.875,0.833333,27799.95,0.6811
baseline,1,38442,0.260089,0.84375,0.555556,27800.693,0.7429
baseline,1,38443,0.148149,0.96875,0.862069,27801.41,0.7168
baseline,1,38444,0.350246,0.84375,0.555556,27802.104,0.6934
baseline,1,38445,0.164656,0.96875,0.967742,27802.816,0.712
baseline,1,38446,0.256004,0.875,0.6,27803.548,0.7327
baseline,1,38447,0.425172,0.78125,0.740741,27804.244,0.6959
baseline,1,38448,0.222986,0.90625,0.689655,27804.97,0.7257
baseline,1,38449,0.16551,0.96875,0.555556,27805.703,0.7328
baseline,1,38450,0.493763,0.71875,0.0,27806.374,0.6715
baseline,1,38451,0.293765,0.875,0.78125,27807.102,0.7278
baseline,1,38452,0.315519,0.84375,0.576923,27807.869,0.7667
baseline,1,38453,0.277995,0.9375,0.9375,27808.559,0.6905
baseline,1,38454,0.293984,0.84375,0.588235,27809.279,0.7201
baseline,1,38455,0.286405,0.90625,0.769231,27810.03,0.7507
baseline,1,38456,0.289146,0.875,0.277778,27810.718,0.6879
baseline,1,38457,0.154268,0.9375,0.833333,27811.446,0.7282
baseline,1,38458,0.353559,0.90625,0.833333,27812.182,0.7357
baseline,1,38459,0.245434,0.90625,0.625,27812.912,0.7299
baseline,1,38460,0.31902,0.875,0.740741,27813.654,0.7429
baseline,1,38461,0.173402,0.90625,0.0,27814.39,0.7355
baseline,1,38462,0.188231,0.9375,0.652174,27815.112,0.7217
baseline,1,38463,0.222089,0.9375,0.833333,27815.828,0.7163
baseline,1,38464,0.276091,0.84375,0.555556,27816.595,0.767
baseline,1,38465,0.334167,0.8125,0.416667,27817.26,0.6654
baseline,1,38466,0.371313,0.84375,0.652174,27817.997,0.7368
baseline,1,38467,0.228723,0.96875,0.967742,27818.71,0.7128
baseline,1,38468,0.239448,0.84375,0.47619,27819.396,0.6864
baseline,1,38469,0.454264,0.875,0.833333,27820.172,0.7759
baseline,1,38470,0.372961,0.8125,0.625,27820.91,0.7379
baseline,1,38471,0.313409,0.875,0.6,27821.616,0.7058
baseline,1,38472,0.308025,0.8125,0.357143,27822.349,0.7333
baseline,1,38473,0.159352,0.96875,0.909091,27823.038,0.6887
baseline,1,38474,0.221597,0.9375,0.9375,27823.681,0.6428
baseline,1,38475,0.42228,0.78125,0.681818,27824.385,0.7043
baseline,1,38476,0.337155,0.8125,0.4,27825.083,0.6978
baseline,1,38477,0.232566,0.9375,0.909091,27825.803,0.7203
baseline,1,38478,0.34714,0.875,0.681818,27826.529,0.7256
baseline,1,38479,0.361774,0.875,0.681818,27827.269,0.7401
baseline,1,38480,0.341355,0.90625,0.921053,27828.011,0.7422
baseline,1,38481,0.221385,0.96875,0.961538,27828.763,0.7524
baseline,1,38482,0.276076,0.90625,0.909091,27829.462,0.6981
baseline,1,38483,0.424616,0.78125,0.535714,27830.135,0.673
baseline,1,38484,0.343309,0.84375,0.47619,27830.83,0.6956
baseline,1,38485,0.284804,0.875,0.6,27831.567,0.7372
baseline,1,38486,0.233347,0.9375,0.75,27832.293,0.7255
baseline,1,38487,0.320828,0.84375,0.666667,27833.071,0.7778
baseline,1,38488,0.284514,0.84375,0.37037,27833.815,0.7438
baseline,1,38489,0.247185,0.875,0.666667,27834.525,0.7106
baseline,1,38490,0.247431,0.90625,0.555556,27835.276,0.7506
baseline,1,38491,0.435366,0.78125,0.606061,27835.995,0.7194
baseline,1,38492,0.203186,0.90625,0.555556,27836.691,0.6956
baseline,1,38493,0.260229,0.875,0.666667,27837.323,0.6327
baseline,1,38494,0.327247,0.84375,0.757576,27838.027,0.7035
baseline,1,38495,0.263576,0.875,0.740741,27838.748,0.7211
baseline,1,38496,0.587365,0.8125,0.689655,27839.396,0.6481
baseline,1,38497,0.397549,0.78125,0.277778,27840.149,0.7524
baseline,1,38498,0.302038,0.78125,0.405405,27840.922,0.7734
baseline,1,38499,0.156712,0.96875,0.909091,27841.641,0.7189
baseline,1,38500,0.294587,0.875,0.833333,27842.376,0.7351
baseline,1,38501,0.252973,0.875,0.535714,27843.109,0.7336
baseline,1,38502,0.283559,0.75,0.147059,27843.825,0.7151
baseline,1,38503,0.158085,0.96875,0.789474,27844.513,0.6886
baseline,1,38504,0.187873,0.9375,0.714286,27845.248,0.7346
baseline,1,38505,0.232103,0.90625,0.806452,27845.949,0.7011
baseline,1,38506,0.326514,0.875,0.777778,27846.683,0.7337
baseline,1,38507,0.350411,0.84375,0.645161,27847.414,0.7314
baseline,1,38508,0.324656,0.84375,0.666667,27848.14,0.7262
baseline,1,38509,0.344955,0.875,0.588235,27848.857,0.7172
baseline,1,38510,0.421839,0.8125,0.714286,27849.571,0.714
baseline,1,38511,0.192249,0.9375,0.5,27850.278,0.7063
baseline,1,38512,0.434895,0.875,0.882353,27851.023,0.7448
baseline,1,38513,0.338317,0.90625,0.833333,27851.726,0.7038
baseline,1,38514,0.239442,0.875,0.657895,27852.415,0.6884
baseline,1,38515,0.356944,0.875,0.810811,27853.11,0.6955
baseline,1,38516,0.281334,0.875,0.333333,27853.855,0.7447
baseline,1,38517,0.349807,0.8125,0.689655,27854.606,0.7513
baseline,1,38518,0.401493,0.8125,0.294118,27855.273,0.667
baseline,1,38519,0.288914,0.875,0.740741,27856.034,0.7605
baseline,1,38520,0.395759,0.8125,0.714286,27856.755,0.7208
baseline,1,38521,0.345012,0.84375,0.3125,27857.519,0.7647
baseline,1,38522,0.160243,0.90625,0.454545,27858.304,0.7851
baseline,1,38523,0.200986,0.875,0.555556,27858.999,0.6951
baseline,1,38524,0.124868,1.0,1.0,27859.724,0.7247
baseline,1,38525,0.239939,0.90625,0.625,27860.436,0.7122
baseline,1,38526,0.338804,0.90625,0.892857,27861.147,0.7104
baseline,1,38527,0.386452,0.875,0.5,27861.877,0.7305
baseline,1,38528,0.251467,0.84375,0.652174,27862.643,0.7662
baseline,1,38529,0.244332,0.875,0.789474,27863.376,0.7329
baseline,1,38530,0.354051,0.84375,0.789474,27864.076,0.6996
baseline,1,38531,0.215367,0.9375,0.75,27864.814,0.7386
baseline,1,38532,0.383724,0.8125,0.625,27865.583,0.7687
baseline,1,38533,0.241223,0.84375,0.47619,27866.337,0.7539
baseline,1,38534,0.208792,0.90625,0.625,27867.036,0.6989
baseline,1,38535,0.31442,0.84375,0.576923,27867.79,0.7536
baseline,1,38536,0.276344,0.84375,0.47619,27868.472,0.6826
baseline,1,38537,0.189252,0.96875,0.909091,27869.127,0.6552
baseline,1,38538,0.135027,0.96875,0.833333,27869.821,0.6938
baseline,1,38539,0.251278,0.90625,0.714286,27870.518,0.6971
baseline,1,38540,0.223309,0.90625,0.625,27871.294,0.776
baseline,1,38541,0.287898,0.84375,0.681818,27872.024,0.73
baseline,1,38542,0.334709,0.875,0.5,27872.769,0.7446
baseline,1,38543,0.543601,0.71875,0.5,27873.476,0.7073
baseline,1,38544,0.331618,0.90625,0.769231,27874.196,0.72
baseline,1,38545,0.305449,0.84375,0.517241,27874.926,0.73
baseline,1,38546,0.189168,0.9375,0.5,27875.649,0.7231
baseline,1,38547,0.155258,0.96875,0.961538,27876.392,0.7427
baseline,1,38548,0.456288,0.875,0.882353,27877.135,0.7428
baseline,1,38549,0.460657,0.75,0.263158,27877.87,0.7353
baseline,1,38550,0.367993,0.875,0.740741,27878.626,0.7562
baseline,1,38551,0.19872,0.90625,0.769231,27879.328,0.7014
baseline,1,38552,0.238313,0.9375,0.75,27880.12,0.7927
baseline,1,38553,0.221957,0.90625,0.833333,27880.801,0.6805
baseline,1,38554,0.3883,0.84375,0.645161,27881.515,0.7136
baseline,1,38555,0.231016,0.84375,0.714286,27882.256,0.7413
baseline,1,38556,0.27563,0.90625,0.833333,27883.011,0.7551
baseline,1,38557,0.191899,0.90625,0.625,27883.713,0.7024
baseline,1,38558,0.468106,0.75,0.540541,27884.408,0.6944
baseline,1,38559,0.300573,0.84375,0.47619,27885.117,0.7096
baseline,1,38560,0.341177,0.90625,0.869565,27885.808,0.6905
baseline,1,38561,0.33833,0.8125,0.4,27886.565,0.7576
baseline,1,38562,0.213553,0.90625,0.714286,27887.304,0.7382
baseline,1,38563,0.278329,0.78125,0.3125,27888.052,0.7483
baseline,1,38564,0.41201,0.84375,0.714286,27888.81,0.7583
baseline,1,38565,0.398248,0.8125,0.357143,27889.51,0.6995
baseline,1,38566,0.391535,0.78125,0.3125,27890.25,0.7405
baseline,1,38567,0.260918,0.875,0.6,27890.96,0.7095
baseline,1,38568,0.218307,0.875,0.6,27891.702,0.7422
baseline,1,38569,0.229681,0.90625,0.714286,27892.424,0.7221
baseline,1,38570,0.294256,0.90625,0.892857,27893.167,0.7431
baseline,1,38571,0.293379,0.875,0.666667,27893.894,0.7271
baseline,1,38572,0.25372,0.9375,0.882353,27894.606,0.7119
baseline,1,38573,0.213996,0.90625,0.689655,27895.288,0.6821
baseline,1,38574,0.386768,0.78125,0.384615,27896.05,0.7617
baseline,1,38575,0.334349,0.84375,0.652174,27896.757,0.7073
baseline,1,38576,0.278673,0.875,0.588235,27897.512,0.7548
baseline,1,38577,0.387806,0.8125,0.625,27898.227,0.7152
baseline,1,38578,0.388659,0.8125,0.625,27898.937,0.7103
baseline,1,38579,0.253694,0.84375,0.416667,27899.67,0.7327
baseline,1,38580,0.298359,0.875,0.740741,27900.42,0.7499
baseline,1,38581,0.254379,0.875,0.666667,27901.078,0.6577
baseline,1,38582,0.1996,0.96875,0.961538,27901.796,0.7186
baseline,1,38583,0.352552,0.875,0.5,27902.522,0.726
baseline,1,38584,0.262468,0.875,0.434783,27903.256,0.7338
baseline,1,38585,0.309711,0.84375,0.416667,27904.017,0.761
baseline,1,38586,0.327715,0.875,0.78125,27904.732,0.7149
baseline,1,38587,0.32163,0.8125,0.5,27905.411,0.6794
baseline,1,38588,0.282603,0.875,0.5,27906.187,0.7755
baseline,1,38589,0.232492,0.875,0.6,27906.894,0.707
baseline,1,38590,0.561465,0.78125,0.681818,27907.634,0.7407
baseline,1,38591,0.300866,0.90625,0.853659,27908.376,0.7415
baseline,1,38592,0.27863,0.84375,0.416667,27909.125,0.7488
baseline,1,38593,0.474642,0.84375,0.714286,27909.823,0.6982
baseline,1,38594,0.39479,0.8125,0.4,27910.593,0.7705
baseline,1,38595,0.360997,0.875,0.851064,27911.271,0.6772
baseline,1,38596,0.272272,0.875,0.434783,27911.998,0.727
baseline,1,38597,0.421873,0.8125,0.675676,27912.715,0.717
baseline,1,38598,0.553838,0.84375,0.833333,27913.446,0.7317
baseline,1,38599,0.456893,0.78125,0.483871,27914.164,0.7181
baseline,1,38600,0.419439,0.8125,0.294118,27914.884,0.7199
baseline,1,38601,0.491149,0.84375,0.588235,27915.564,0.6797
baseline,1,38602,0.337614,0.84375,0.555556,27916.312,0.7482
baseline,1,38603,0.233713,0.9375,0.75,27917.01,0.6975
baseline,1,38604,0.268152,0.875,0.434783,27917.799,0.7893
baseline,1,38605,0.445317,0.78125,0.609756,27918.514,0.7148
baseline,1,38606,0.332348,0.84375,0.652174,27919.234,0.7208
baseline,1,38607,0.341642,0.84375,0.714286,27919.938,0.7031
baseline,1,38608,0.40193,0.78125,0.344828,27920.642,0.7048
baseline,1,38609,0.341414,0.8125,0.5,27921.381,0.7389
baseline,1,38610,0.153334,0.96875,0.555556,27922.072,0.6909
baseline,1,38611,0.345664,0.84375,0.576923,27922.791,0.7189
baseline,1,38612,0.291101,0.8125,0.294118,27923.572,0.7813
baseline,1,38613,0.236549,0.84375,0.540541,27924.302,0.7295
baseline,1,38614,0.250144,0.9375,0.9375,27925.062,0.7602
baseline,1,38615,0.22273,0.90625,0.769231,27925.852,0.7903
baseline,1,38616,0.246534,0.875,0.535714,27926.573,0.7205
baseline,1,38617,0.302383,0.8125,0.526316,27927.284,0.7108
baseline,1,38618,0.280376,0.875,0.588235,27927.998,0.7138
baseline,1,38619,0.208647,0.90625,0.833333,27928.715,0.7171
baseline,1,38620,0.218209,0.90625,0.625,27929.474,0.7589
baseline,1,38621,0.267381,0.875,0.681818,27930.192,0.7183
baseline,1,38622,0.374596,0.8125,0.294118,27930.865,0.6733
baseline,1,38623,0.286007,0.90625,0.869565,27931.547,0.6823
baseline,1,38624,0.269719,0.875,0.78125,27932.263,0.7154
baseline,1,38625,0.352313,0.84375,0.645161,27932.937,0.6745
baseline,1,38626,0.25255,0.875,0.740741,27933.691,0.7534
baseline,1,38627,0.219658,0.875,0.5,27934.46,0.7692
baseline,1,38628,0.207878,0.90625,0.454545,27935.159,0.6989
baseline,1,38629,0.249193,0.90625,0.526316,27935.984,0.8254
baseline,1,38630,0.298014,0.90625,0.714286,27936.713,0.7284
baseline,1,38631,0.262211,0.90625,0.769231,27937.397,0.6842
baseline,1,38632,0.33524,0.84375,0.555556,27938.112,0.7156
baseline,1,38633,0.331521,0.90625,0.892857,27938.856,0.7435
baseline,1,38634,0.192742,0.90625,0.625,27939.552,0.6963
baseline,1,38635,0.288637,0.9375,0.925926,27940.27,0.7174
baseline,1,38636,0.372072,0.8125,0.357143,27940.965,0.6956
baseline,1,38637,0.445588,0.84375,0.75,27941.654,0.6885
baseline,1,38638,0.391117,0.8125,0.555556,27942.388,0.7346
baseline,1,38639,0.324868,0.875,0.833333,27943.091,0.7029
baseline,1,38640,0.260574,0.90625,0.625,27943.853,0.7615
baseline,1,38641,0.326163,0.875,0.588235,27944.544,0.691
baseline,1,38642,0.231049,0.90625,0.714286,27945.292,0.7481
baseline,1,38643,0.57493,0.75,0.652174,27946.001,0.7094
baseline,1,38644,0.270555,0.875,0.681818,27946.733,0.7319
baseline,1,38645,0.139722,0.96875,0.882353,27947.469,0.7357
baseline,1,38646,0.419991,0.78125,0.344828,27948.249,0.7803
baseline,1,38647,0.306055,0.9375,0.945946,27948.947,0.6978
baseline,1,38648,0.409622,0.875,0.75,27949.656,0.7096
baseline,1,38649,0.299775,0.8125,0.357143,27950.391,0.7341
baseline,1,38650,0.569794,0.78125,0.535714,27951.072,0.682
baseline,1,38651,0.351286,0.75,0.0,27951.759,0.6868
baseline,1,38652,0.373481,0.875,0.78125,27952.505,0.7461
baseline,1,38653,0.28968,0.84375,0.694444,27953.202,0.6966
baseline,1,38654,0.432779,0.84375,0.757576,27953.872,0.6704
baseline,1,38655,0.273965,0.90625,0.735294,27954.567,0.6948
baseline,1,38656,0.231741,0.90625,0.735294,27955.282,0.7147
baseline,1,38657,0.388018,0.84375,0.789474,27955.982,0.7004
baseline,1,38658,0.27374,0.875,0.5,27956.7,0.7173
baseline,1,38659,0.216359,0.875,0.657895,27957.431,0.7317
baseline,1,38660,0.305742,0.875,0.714286,27958.141,0.7098
baseline,1,38661,0.341617,0.8125,0.454545,27958.88,0.7383
baseline,1,38662,0.33221,0.90625,0.833333,27959.583,0.7031
baseline,1,38663,0.184032,0.96875,0.862069,27960.292,0.709
baseline,1,38664,0.20896,0.90625,0.689655,27960.999,0.7072
baseline,1,38665,0.268866,0.90625,0.795455,27961.676,0.6776
baseline,1,38666,0.276889,0.84375,0.588235,27962.411,0.7345
baseline,1,38667,0.379847,0.84375,0.3125,27963.086,0.6747
baseline,1,38668,0.258922,0.84375,0.46875,27963.8,0.7147
baseline,1,38669,0.49691,0.8125,0.806452,27964.487,0.6865
baseline,1,38670,0.221075,0.90625,0.625,27965.212,0.7257
baseline,1,38671,0.246317,0.84375,0.47619,27965.913,0.7007
baseline,1,38672,0.179611,0.96875,0.833333,27966.66,0.747
baseline,1,38673,0.284587,0.90625,0.892857,27967.375,0.7146
baseline,1,38674,0.329464,0.875,0.740741,27968.108,0.7338
baseline,1,38675,0.293686,0.90625,0.853659,27968.814,0.7054
baseline,1,38676,0.324214,0.84375,0.416667,27969.455,0.6414
baseline,1,38677,0.296496,0.84375,0.576923,27970.132,0.677
baseline,1,38678,0.262454,0.9375,0.909091,27970.888,0.7559
baseline,1,38679,0.432276,0.8125,0.769231,27971.553,0.6644
baseline,1,38680,0.485893,0.8125,0.714286,27972.271,0.7188
baseline,1,38681,0.307908,0.84375,0.645161,27972.954,0.6829
baseline,1,38682,0.441887,0.75,0.333333,27973.694,0.7392
baseline,1,38683,0.370277,0.84375,0.666667,27974.379,0.6858
baseline,1,38684,0.216057,0.9375,0.909091,27975.11,0.7311
baseline,1,38685,0.457718,0.75,0.47619,27975.811,0.7004
baseline,1,38686,0.154006,0.96875,0.9375,27976.477,0.6666
baseline,1,38687,0.231367,0.90625,0.769231,27977.196,0.7188
